client_id,age,situation_familiale,profession,region,anciennete_mois,produit_principal,niveau_couverture,canal_souscription,prime_mensuelle_eur,nb_sinistres_12m,montant_sinistres_eur,nb_appels_support_12m,nb_avenants_contrat,retard_paiement_nb,score_satisfaction,resiliation_anterieure,date_souscription,date_derniere_interaction,churned
CLT01503,73,Célibataire,Indépendant,PACA,24,Assurance Auto,Essentiel,Web,93.17,0,0.0,0.0,0,0,3.0,1,2023-02-27,2024-03-15,0
CLT01504,52,En couple,Salarié,Île-de-France,60,Multirisque Pro,Premium,Agence,453.07,0,0.0,0.0,3,0,5.0,0,2022-03-20,2022-05-17,0
CLT01505,63,Célibataire,Fonctionnaire,Nouvelle-Aquitaine,156,Assurance Habitation,Confort,Web,62.91,0,0.0,1.0,3,0,5.0,0,2022-12-25,2023-09-01,0
CLT01506,54,Célibataire,Salarié,Hauts-de-France,84,Assurance Santé,Essentiel,Téléphone,105.99,0,0.0,5.0,3,0,5.0,0,2022-03-20,2022-12-01,0
CLT01507,55,En couple,Retraité,Bretagne,36,Multirisque Pro,Essentiel,Téléphone,223.44,0,0.0,0.0,1,1,,0,2024-01-01,2024-03-18,0
CLT01508,54,Marié(e),Fonctionnaire,Occitanie,84,Assurance Santé,Premium,Courtier,282.77,0,0.0,0.0,1,0,4.0,0,2023-12-16,2024-05-02,0
CLT01509,28,Veuf/Veuve,Sans emploi,Bretagne,156,Multirisque Pro,Essentiel,Agence,209.77,2,4702.19,2.0,2,0,3.0,0,2023-05-13,2023-10-03,0
CLT01510,38,Marié(e),Sans emploi,Occitanie,24,Assurance Auto,Essentiel,Web,93.93,0,0.0,0.0,1,0,3.0,0,2022-08-04,2022-12-07,0
CLT01511,58,En couple,Retraité,Île-de-France,132,Assurance Santé,Premium,Web,266.3,1,902.25,0.0,3,0,5.0,0,2023-10-28,2024-05-10,0
CLT01512,73,Célibataire,Fonctionnaire,Hauts-de-France,72,Assurance Vie,Essentiel,Agence,70.08,2,5410.14,0.0,1,0,1.0,0,2022-10-12,2024-06-05,0
CLT01513,50,Marié(e),Sans emploi,Île-de-France,60,Assurance Vie,Confort,Agence,84.1,0,0.0,0.0,3,0,1.0,0,2023-01-29,2024-06-19,0
CLT01514,49,Célibataire,Indépendant,Hauts-de-France,48,Assurance Auto,Confort,Téléphone,114.34,1,539.65,0.0,0,2,4.0,0,2022-07-30,2023-08-22,1
CLT01515,23,Marié(e),Salarié,Île-de-France,144,Assurance Habitation,Premium,Téléphone,80.99,0,0.0,3.0,3,0,4.0,0,2023-07-09,2024-01-03,0
CLT01516,70,En couple,Salarié,Nouvelle-Aquitaine,12,Assurance Auto,Premium,Courtier,170.98,3,7584.89,,0,3,1.0,1,2022-12-16,2024-03-04,1
CLT01517,28,Veuf/Veuve,Fonctionnaire,PACA,36,Assurance Vie,Premium,Agence,132.55,2,1100.08,0.0,2,0,2.0,0,2023-07-02,2024-02-24,0
CLT01518,42,Veuf/Veuve,Retraité,Auvergne-Rhône-Alpes,84,Assurance Vie,Premium,Courtier,114.0,2,804.72,3.0,1,1,4.0,0,2022-09-01,2023-01-14,0
CLT01519,31,En couple,Sans emploi,PACA,96,Assurance Auto,Confort,Courtier,105.15,0,0.0,1.0,1,0,3.0,0,2022-10-30,2023-10-10,0
CLT01520,36,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,156,Multirisque Pro,Confort,Agence,301.03,2,2652.04,0.0,0,0,5.0,0,2023-11-07,2024-01-10,0
CLT01521,72,Marié(e),Fonctionnaire,Nouvelle-Aquitaine,144,Multirisque Pro,Essentiel,Agence,205.51,1,2400.8,2.0,3,0,4.0,0,2022-07-03,2023-09-30,0
CLT01522,47,Veuf/Veuve,Salarié,Île-de-France,156,Assurance Vie,Essentiel,Téléphone,68.64,0,0.0,4.0,1,0,5.0,0,2023-01-03,2024-05-08,0
CLT01523,39,Célibataire,Fonctionnaire,Île-de-France,108,Multirisque Pro,Essentiel,Téléphone,187.84,2,3864.14,2.0,3,0,4.0,0,2023-09-17,2024-06-25,0
CLT01524,23,Marié(e),Fonctionnaire,Auvergne-Rhône-Alpes,36,Assurance Santé,Essentiel,Téléphone,131.82,1,754.7,0.0,0,1,4.0,0,2022-09-23,2024-02-11,0
CLT01525,42,Célibataire,Indépendant,Auvergne-Rhône-Alpes,60,Assurance Habitation,Essentiel,Web,45.29,0,0.0,0.0,0,0,4.0,0,2022-04-28,2024-02-27,0
CLT01526,52,Célibataire,Sans emploi,Bretagne,60,Assurance Auto,Essentiel,Téléphone,69.73,1,267.31,1.0,0,3,2.0,0,2022-08-22,2022-10-23,1
CLT01527,64,Célibataire,Sans emploi,Bretagne,108,Assurance Santé,Confort,Agence,159.61,2,4773.58,0.0,1,0,2.0,0,2022-08-29,2023-08-22,0
CLT01528,53,Célibataire,Indépendant,PACA,84,Assurance Auto,Essentiel,Téléphone,79.97,0,0.0,3.0,2,0,4.0,0,2022-07-28,2023-06-26,0
CLT01529,29,Veuf/Veuve,Fonctionnaire,PACA,12,Multirisque Pro,Confort,Téléphone,327.88,1,1139.38,0.0,3,0,3.0,1,2022-05-27,2022-06-21,1
CLT01530,33,Veuf/Veuve,Fonctionnaire,Bretagne,12,Assurance Santé,Premium,Courtier,222.71,1,2119.62,1.0,1,0,3.0,0,2023-04-27,2023-09-24,0
CLT01531,62,Célibataire,Fonctionnaire,Bretagne,36,Multirisque Pro,Essentiel,Web,183.67,1,1130.09,0.0,2,0,2.0,0,2022-06-03,2024-01-29,0
CLT01532,52,Marié(e),Indépendant,Bretagne,24,Assurance Auto,Essentiel,Web,87.35,1,2556.5,0.0,0,0,2.0,0,2023-01-23,2023-02-25,1
CLT01533,57,En couple,Sans emploi,PACA,60,Assurance Habitation,Confort,Agence,72.56,0,0.0,3.0,1,0,3.0,1,2023-05-31,2024-03-20,0
CLT01534,24,Célibataire,Sans emploi,PACA,132,Multirisque Pro,Premium,Téléphone,423.78,0,0.0,0.0,2,0,4.0,0,2023-04-29,2024-03-31,0
CLT01535,42,Marié(e),Indépendant,Bretagne,156,Multirisque Pro,Premium,Téléphone,467.64,0,0.0,2.0,1,0,2.0,0,2023-08-13,2024-01-10,0
CLT01536,47,En couple,Retraité,Bretagne,168,Assurance Habitation,Confort,Web,68.78,1,694.93,1.0,1,0,4.0,0,2022-11-19,2023-03-17,1
CLT01537,24,Célibataire,Fonctionnaire,Bretagne,144,Assurance Habitation,Confort,Téléphone,55.75,0,0.0,,1,0,3.0,0,2023-07-28,2024-04-11,0
CLT01538,26,Veuf/Veuve,Retraité,Occitanie,132,Assurance Auto,Confort,Téléphone,101.44,0,0.0,1.0,1,0,3.0,0,2022-08-24,2024-03-29,1
CLT01539,36,En couple,Sans emploi,Grand Est,48,Assurance Habitation,Premium,Web,78.95,0,0.0,3.0,1,0,4.0,0,2022-09-24,2023-07-14,0
CLT01540,28,Veuf/Veuve,Retraité,PACA,72,Assurance Santé,Confort,Agence,192.62,0,0.0,2.0,0,1,2.0,0,2023-06-02,2023-08-16,0
CLT01541,40,Veuf/Veuve,Salarié,Auvergne-Rhône-Alpes,48,Multirisque Pro,Confort,Web,291.88,2,2079.51,0.0,2,0,5.0,0,2022-06-20,2022-10-21,0
CLT01542,23,En couple,Salarié,PACA,60,Assurance Vie,Confort,Téléphone,71.41,2,2249.19,0.0,3,0,3.0,0,2023-03-18,2023-03-30,0
CLT01543,68,Veuf/Veuve,Fonctionnaire,Grand Est,36,Assurance Habitation,Essentiel,Web,41.63,0,0.0,1.0,0,0,4.0,0,2022-05-11,2023-06-26,1
CLT01544,45,Marié(e),Fonctionnaire,PACA,12,Multirisque Pro,Essentiel,Courtier,199.41,3,6434.7,2.0,3,3,4.0,0,2023-08-29,2023-10-23,1
CLT01545,34,Veuf/Veuve,Retraité,Hauts-de-France,24,Assurance Auto,Essentiel,Courtier,76.13,0,0.0,2.0,1,0,1.0,0,2023-03-23,2023-08-18,1
CLT01546,42,Célibataire,Indépendant,Auvergne-Rhône-Alpes,144,Assurance Vie,Premium,Web,122.41,0,0.0,0.0,1,0,3.0,0,2022-01-08,2023-09-07,1
CLT01547,59,Marié(e),Retraité,Grand Est,24,Multirisque Pro,Confort,Téléphone,251.83,0,0.0,1.0,2,0,4.0,0,2022-06-30,2023-12-02,0
CLT01548,38,Marié(e),Retraité,Occitanie,60,Multirisque Pro,Confort,Agence,286.4,1,1659.09,0.0,0,1,4.0,0,2022-12-16,2023-02-03,0
CLT01549,37,Marié(e),Retraité,Nouvelle-Aquitaine,72,Multirisque Pro,Premium,Téléphone,436.15,1,1178.39,,1,0,3.0,0,2022-11-23,2023-05-24,0
CLT01550,64,Marié(e),Sans emploi,Grand Est,60,Assurance Habitation,Essentiel,Web,53.57,0,0.0,3.0,2,0,,0,2023-09-23,2024-03-01,0
CLT01551,30,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,36,Assurance Auto,Confort,Courtier,127.83,1,2064.19,2.0,3,1,2.0,0,2022-10-08,2024-02-18,0
CLT01552,72,Marié(e),Sans emploi,Nouvelle-Aquitaine,12,Assurance Vie,Essentiel,Web,57.52,2,1354.43,0.0,2,2,5.0,0,2022-04-19,2022-12-12,0
CLT01553,47,En couple,Salarié,Occitanie,156,Assurance Santé,Essentiel,Agence,123.87,2,623.1,5.0,3,1,3.0,0,2023-09-05,2023-09-25,0
CLT01554,28,Veuf/Veuve,Salarié,Île-de-France,48,Multirisque Pro,Premium,Web,404.25,3,3087.7,1.0,2,0,2.0,0,2023-01-14,2023-08-10,0
CLT01555,64,En couple,Retraité,Hauts-de-France,36,Assurance Santé,Premium,Téléphone,258.17,1,854.13,1.0,3,2,4.0,0,2022-10-30,2023-02-19,0
CLT01556,47,Marié(e),Salarié,Hauts-de-France,168,Assurance Auto,Confort,Téléphone,120.39,0,0.0,3.0,0,0,4.0,1,2022-05-21,2023-03-02,1
CLT01557,62,Célibataire,Fonctionnaire,Occitanie,144,Assurance Auto,Confort,Agence,130.26,0,0.0,0.0,2,0,3.0,0,2022-06-10,2023-11-11,0
CLT01558,70,Marié(e),Salarié,PACA,84,Assurance Santé,Confort,Téléphone,173.27,0,0.0,1.0,2,0,4.0,0,2023-03-20,2023-05-10,0
CLT01559,42,Célibataire,Indépendant,Île-de-France,108,Multirisque Pro,Confort,Web,296.23,0,0.0,0.0,0,2,5.0,0,2022-05-21,2024-01-11,0
CLT01560,66,Veuf/Veuve,Indépendant,Nouvelle-Aquitaine,84,Assurance Vie,Essentiel,Web,67.93,2,5167.22,,2,0,2.0,0,2023-05-12,2023-08-15,1
CLT01561,31,Célibataire,Sans emploi,Occitanie,108,Assurance Vie,Confort,Web,83.91,2,2805.57,,3,2,5.0,0,2022-08-08,2022-08-11,0
CLT01562,23,En couple,Salarié,Occitanie,96,Assurance Vie,Essentiel,Téléphone,52.72,0,0.0,2.0,2,1,,0,2023-03-05,2024-02-20,0
CLT01563,28,Marié(e),Retraité,Occitanie,132,Assurance Santé,Premium,Téléphone,234.12,0,0.0,0.0,3,0,4.0,0,2023-06-28,2024-05-29,0
CLT01564,35,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,132,Assurance Habitation,Confort,Web,65.42,1,892.45,0.0,3,0,4.0,0,2023-10-08,2024-04-25,0
CLT01565,45,Célibataire,Indépendant,Nouvelle-Aquitaine,132,Multirisque Pro,Confort,Téléphone,244.83,2,4755.75,0.0,2,0,1.0,0,2022-04-26,2024-06-07,1
CLT01566,53,En couple,Retraité,Bretagne,36,Assurance Santé,Confort,Téléphone,156.04,0,0.0,1.0,1,0,4.0,0,2022-04-29,2022-10-26,1
CLT01567,37,Veuf/Veuve,Indépendant,Bretagne,24,Assurance Vie,Confort,Agence,85.39,1,608.43,0.0,1,0,5.0,0,2023-05-11,2024-06-26,0
CLT01568,39,Célibataire,Fonctionnaire,Occitanie,168,Assurance Vie,Premium,Téléphone,132.41,0,0.0,1.0,2,1,1.0,0,2022-10-02,2024-03-04,1
CLT01569,67,Marié(e),Fonctionnaire,Bretagne,60,Assurance Habitation,Confort,Agence,67.4,1,2963.33,3.0,3,0,5.0,0,2023-02-26,2023-09-14,0
CLT01570,71,Célibataire,Fonctionnaire,Nouvelle-Aquitaine,60,Assurance Vie,Confort,Téléphone,93.17,0,0.0,3.0,2,0,5.0,1,2023-05-13,2024-05-19,0
CLT01571,47,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,168,Assurance Habitation,Confort,Agence,57.75,4,9846.13,2.0,3,0,1.0,0,2022-08-15,2024-03-23,1
CLT01572,57,Marié(e),Indépendant,PACA,24,Assurance Habitation,Premium,Web,90.88,0,0.0,0.0,3,0,5.0,0,2023-09-12,2024-06-14,0
CLT01573,40,Célibataire,Fonctionnaire,Grand Est,108,Assurance Auto,Premium,Agence,180.25,1,2598.44,0.0,0,1,3.0,0,2022-12-28,2023-03-02,0
CLT01574,53,En couple,Indépendant,Bretagne,168,Assurance Auto,Premium,Web,188.54,0,0.0,0.0,1,1,5.0,1,2023-07-03,2024-01-21,0
CLT01575,41,Marié(e),Retraité,Bretagne,60,Assurance Habitation,Confort,Web,54.34,3,5523.41,0.0,2,0,3.0,1,2022-08-09,2024-02-26,0
CLT01576,51,Célibataire,Sans emploi,Île-de-France,108,Assurance Habitation,Essentiel,Agence,49.84,1,2464.7,1.0,3,0,4.0,0,2023-02-12,2024-03-23,0
CLT01577,34,Marié(e),Salarié,Nouvelle-Aquitaine,48,Assurance Vie,Essentiel,Web,67.24,0,0.0,0.0,0,0,5.0,0,2022-08-24,2024-05-31,0
CLT01578,64,Veuf/Veuve,Retraité,PACA,24,Assurance Habitation,Essentiel,Courtier,40.17,0,0.0,1.0,2,1,4.0,0,2022-05-15,2024-06-11,0
CLT01579,37,Veuf/Veuve,Salarié,PACA,60,Assurance Santé,Essentiel,Agence,128.39,1,1938.45,4.0,1,0,4.0,0,2022-01-16,2024-02-15,0
CLT01580,47,Veuf/Veuve,Indépendant,PACA,60,Multirisque Pro,Premium,Web,365.65,0,0.0,0.0,1,0,4.0,1,2023-09-13,2024-02-19,0
CLT01581,33,Marié(e),Retraité,Nouvelle-Aquitaine,84,Assurance Santé,Confort,Agence,193.29,2,2379.87,2.0,2,0,4.0,0,2022-07-27,2022-11-06,0
CLT01582,57,Marié(e),Retraité,Grand Est,168,Assurance Santé,Premium,Téléphone,242.54,0,0.0,5.0,1,0,4.0,1,2022-04-06,2022-11-19,0
CLT01583,42,Marié(e),Sans emploi,Hauts-de-France,12,Assurance Vie,Premium,Courtier,121.88,4,4970.5,0.0,1,0,4.0,0,2023-06-03,2023-10-06,0
CLT01584,29,Marié(e),Sans emploi,Grand Est,24,Assurance Vie,Essentiel,Téléphone,52.29,2,5960.9,2.0,0,2,3.0,0,2024-01-02,2024-01-29,1
CLT01585,40,En couple,Retraité,Grand Est,36,Assurance Vie,Essentiel,Agence,52.04,0,0.0,1.0,2,2,4.0,1,2023-01-14,2024-05-16,1
CLT01586,53,En couple,Salarié,Bretagne,60,Multirisque Pro,Essentiel,Courtier,175.64,1,238.09,1.0,2,2,5.0,0,2022-04-08,2023-11-03,1
CLT01587,58,Célibataire,Indépendant,Occitanie,96,Assurance Habitation,Essentiel,Téléphone,41.19,0,0.0,0.0,1,1,2.0,0,2023-02-17,2023-12-29,0
CLT01588,51,Veuf/Veuve,Fonctionnaire,Île-de-France,48,Assurance Vie,Premium,Web,116.53,0,0.0,2.0,3,0,1.0,0,2023-02-26,2023-08-04,0
CLT01589,22,Veuf/Veuve,Salarié,Bretagne,168,Assurance Santé,Essentiel,Agence,142.27,0,0.0,5.0,2,1,5.0,0,2022-10-02,2023-05-04,0
CLT01590,23,En couple,Fonctionnaire,Bretagne,48,Multirisque Pro,Confort,Téléphone,254.67,0,0.0,1.0,0,0,5.0,0,2023-04-18,2024-04-14,0
CLT01591,65,Veuf/Veuve,Salarié,PACA,72,Assurance Vie,Premium,Agence,121.7,0,0.0,1.0,2,1,4.0,0,2023-01-20,2023-05-30,0
CLT01592,28,En couple,Retraité,Auvergne-Rhône-Alpes,12,Assurance Auto,Essentiel,Agence,69.68,0,0.0,2.0,0,0,4.0,0,2022-04-27,2022-06-05,0
CLT01593,66,En couple,Sans emploi,Hauts-de-France,60,Assurance Vie,Confort,Web,90.62,0,0.0,1.0,2,0,4.0,0,2023-03-05,2023-09-25,0
CLT01594,27,Marié(e),Fonctionnaire,Grand Est,96,Assurance Auto,Confort,Agence,120.84,0,0.0,0.0,0,3,4.0,0,2023-06-20,2023-12-02,0
CLT01595,69,Marié(e),Sans emploi,Auvergne-Rhône-Alpes,84,Multirisque Pro,Confort,Web,302.63,0,0.0,2.0,1,0,5.0,0,2023-12-03,2024-01-24,0
CLT01596,39,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,144,Multirisque Pro,Premium,Courtier,435.17,0,0.0,1.0,0,2,3.0,0,2022-08-04,2023-07-08,0
CLT01597,49,Marié(e),Retraité,Île-de-France,72,Assurance Habitation,Essentiel,Téléphone,40.51,0,0.0,0.0,2,0,3.0,0,2022-07-03,2022-12-03,0
CLT01598,71,En couple,Indépendant,Nouvelle-Aquitaine,60,Assurance Vie,Essentiel,Agence,67.37,0,0.0,5.0,1,0,5.0,1,2023-12-12,2024-01-05,0
CLT01599,61,Célibataire,Sans emploi,PACA,120,Multirisque Pro,Confort,Courtier,323.85,1,39555.54,0.0,2,0,5.0,1,2023-04-25,2024-02-23,1
CLT01600,41,Marié(e),Salarié,Occitanie,108,Assurance Habitation,Essentiel,Courtier,39.65,0,0.0,2.0,3,0,4.0,1,2022-07-17,2023-04-24,0
CLT01601,69,Veuf/Veuve,Fonctionnaire,Bretagne,96,Assurance Santé,Confort,Courtier,143.32,0,0.0,,3,2,4.0,0,2023-07-29,2024-05-01,0
CLT01602,29,En couple,Fonctionnaire,PACA,168,Assurance Habitation,Essentiel,Web,43.18,1,2102.08,0.0,2,0,4.0,0,2022-07-02,2023-03-28,0
CLT01603,61,Marié(e),Sans emploi,Grand Est,60,Multirisque Pro,Essentiel,Web,178.39,2,4763.54,0.0,0,0,3.0,0,2023-08-30,2024-01-18,0
CLT01604,67,En couple,Salarié,Occitanie,132,Multirisque Pro,Premium,Téléphone,374.32,1,249.26,0.0,2,1,4.0,0,2022-08-26,2023-04-04,0
CLT01605,47,En couple,Retraité,Auvergne-Rhône-Alpes,156,Assurance Auto,Premium,Web,182.05,0,0.0,0.0,2,0,2.0,1,2022-01-01,2022-11-28,0
CLT01606,35,Veuf/Veuve,Retraité,Hauts-de-France,132,Assurance Auto,Essentiel,Web,87.17,0,0.0,5.0,1,3,3.0,0,2022-12-01,2023-10-06,0
CLT01607,63,Veuf/Veuve,Retraité,Grand Est,120,Multirisque Pro,Essentiel,Web,181.92,0,0.0,3.0,2,0,4.0,1,2023-12-25,2024-04-24,1
CLT01608,22,En couple,Indépendant,PACA,120,Assurance Santé,Confort,Courtier,194.57,0,0.0,1.0,3,1,4.0,0,2023-10-11,2024-03-01,1
CLT01609,22,Marié(e),Salarié,Hauts-de-France,132,Assurance Habitation,Confort,Téléphone,55.98,1,670.69,0.0,3,1,4.0,1,2023-07-26,2024-03-04,1
CLT01610,28,Veuf/Veuve,Fonctionnaire,Bretagne,144,Assurance Santé,Essentiel,Agence,129.61,0,0.0,0.0,0,0,3.0,1,2023-03-11,2023-06-28,1
CLT01611,33,Marié(e),Indépendant,Grand Est,120,Multirisque Pro,Premium,Web,421.81,0,0.0,0.0,0,0,4.0,0,2022-01-11,2022-07-30,0
CLT01612,24,Marié(e),Fonctionnaire,Île-de-France,72,Assurance Vie,Confort,Web,83.41,0,0.0,1.0,0,3,4.0,0,2022-04-07,2023-04-19,1
CLT01613,32,Célibataire,Fonctionnaire,Nouvelle-Aquitaine,24,Assurance Santé,Premium,Agence,270.62,0,0.0,5.0,3,0,4.0,1,2023-10-20,2024-02-19,0
CLT01614,67,Célibataire,Sans emploi,Nouvelle-Aquitaine,108,Assurance Vie,Essentiel,Courtier,61.93,3,8432.39,4.0,3,0,5.0,0,2022-02-01,2024-02-06,0
CLT01615,26,En couple,Retraité,Hauts-de-France,96,Assurance Vie,Premium,Téléphone,123.98,0,0.0,0.0,1,0,5.0,0,2023-10-26,2024-05-05,0
CLT01616,65,Célibataire,Sans emploi,Bretagne,132,Multirisque Pro,Essentiel,Agence,200.36,0,0.0,1.0,2,0,5.0,0,2024-01-01,2024-02-09,0
CLT01617,61,Célibataire,Salarié,Grand Est,144,Assurance Habitation,Essentiel,Agence,43.0,0,0.0,0.0,0,1,,0,2023-03-31,2024-02-20,0
CLT01618,48,En couple,Sans emploi,Nouvelle-Aquitaine,48,Assurance Auto,Confort,Agence,110.82,4,6484.67,1.0,2,0,3.0,1,2022-01-18,2022-12-24,0
CLT01619,31,Célibataire,Retraité,Bretagne,84,Assurance Santé,Premium,Web,261.09,4,10095.13,1.0,0,1,4.0,1,2023-03-03,2024-05-04,0
CLT01620,54,Marié(e),Salarié,Auvergne-Rhône-Alpes,108,Assurance Auto,Essentiel,Web,84.24,0,0.0,2.0,1,0,5.0,0,2022-06-26,2023-09-23,0
CLT01621,30,En couple,Salarié,Grand Est,156,Assurance Auto,Confort,Web,123.21,0,0.0,0.0,2,0,5.0,0,2022-11-15,2023-08-22,0
CLT01622,44,Veuf/Veuve,Sans emploi,Bretagne,108,Multirisque Pro,Confort,Agence,256.54,1,2382.26,1.0,3,0,4.0,1,2023-12-15,2024-01-06,0
CLT01623,37,Célibataire,Indépendant,PACA,96,Multirisque Pro,Confort,Agence,262.97,0,0.0,,1,0,5.0,1,2022-03-30,2022-10-06,0
CLT01624,71,Célibataire,Indépendant,Auvergne-Rhône-Alpes,36,Assurance Santé,Premium,Agence,222.4,0,0.0,2.0,3,0,3.0,0,2023-10-16,2024-04-24,1
CLT01625,47,En couple,Indépendant,Nouvelle-Aquitaine,72,Assurance Vie,Essentiel,Web,64.23,2,2931.25,1.0,2,0,3.0,0,2022-11-14,2023-01-07,0
CLT01626,52,Marié(e),Indépendant,Auvergne-Rhône-Alpes,120,Assurance Vie,Premium,Courtier,132.96,1,2682.68,1.0,3,0,3.0,0,2023-08-02,2024-01-10,0
CLT01627,66,En couple,Indépendant,Nouvelle-Aquitaine,60,Assurance Vie,Essentiel,Web,55.53,1,388.15,2.0,3,0,4.0,0,2022-10-30,2023-07-22,0
CLT01628,38,Marié(e),Sans emploi,Hauts-de-France,60,Assurance Vie,Confort,Agence,91.49,1,2558.6,0.0,1,0,3.0,0,2023-01-08,2023-12-31,0
CLT01629,37,Veuf/Veuve,Indépendant,Île-de-France,24,Multirisque Pro,Confort,Web,310.63,0,20942.82,2.0,2,0,3.0,0,2023-07-05,2024-04-21,0
CLT01630,54,Marié(e),Indépendant,Bretagne,96,Assurance Habitation,Premium,Téléphone,95.62,0,0.0,4.0,1,0,4.0,0,2022-12-17,2024-05-15,0
CLT01631,25,En couple,Fonctionnaire,PACA,108,Multirisque Pro,Premium,Courtier,471.8,0,0.0,0.0,2,2,2.0,1,2022-08-12,2023-12-03,1
CLT01632,34,Veuf/Veuve,Indépendant,Auvergne-Rhône-Alpes,96,Assurance Santé,Essentiel,Agence,105.9,1,411.34,,1,0,4.0,1,2023-04-24,2024-02-18,0
CLT01633,50,Marié(e),Salarié,Île-de-France,72,Assurance Santé,Confort,Téléphone,147.32,0,0.0,2.0,1,0,3.0,0,2023-10-07,2024-04-07,0
CLT01634,67,Marié(e),Fonctionnaire,Hauts-de-France,48,Assurance Auto,Essentiel,Téléphone,94.4,0,0.0,3.0,2,0,4.0,0,2023-10-26,2024-06-13,0
CLT01635,34,En couple,Retraité,Nouvelle-Aquitaine,144,Assurance Auto,Essentiel,Courtier,88.68,2,5557.77,1.0,1,0,4.0,0,2023-07-14,2023-10-17,0
CLT01636,37,Veuf/Veuve,Retraité,Grand Est,132,Assurance Auto,Confort,Téléphone,100.18,0,0.0,1.0,1,0,5.0,1,2022-09-07,2023-05-23,0
CLT01637,74,Veuf/Veuve,Fonctionnaire,Hauts-de-France,36,Assurance Santé,Premium,Courtier,233.91,0,0.0,0.0,3,0,2.0,0,2022-02-11,2022-10-08,0
CLT01638,38,Marié(e),Sans emploi,Grand Est,60,Multirisque Pro,Essentiel,Téléphone,200.88,0,0.0,0.0,3,0,1.0,0,2023-02-15,2023-12-15,0
CLT01639,27,En couple,Sans emploi,Nouvelle-Aquitaine,96,Assurance Auto,Essentiel,Web,77.31,0,0.0,2.0,3,0,4.0,0,2022-05-23,2022-10-03,0
CLT01640,49,En couple,Fonctionnaire,Nouvelle-Aquitaine,96,Assurance Santé,Essentiel,Agence,118.16,1,1408.62,,2,0,5.0,1,2023-04-15,2023-11-03,0
CLT01641,29,En couple,Indépendant,Auvergne-Rhône-Alpes,168,Assurance Habitation,Confort,Agence,54.48,1,1724.8,0.0,1,0,2.0,0,2022-11-05,2023-09-15,0
CLT01642,51,Veuf/Veuve,Salarié,Occitanie,132,Assurance Auto,Essentiel,Web,83.29,2,1352.57,0.0,3,1,4.0,1,2022-09-08,2023-02-12,0
CLT01643,64,En couple,Fonctionnaire,Hauts-de-France,12,Multirisque Pro,Confort,Agence,277.07,1,2022.47,0.0,3,0,5.0,0,2022-04-13,2023-08-08,0
CLT01644,37,Veuf/Veuve,Retraité,Occitanie,156,Multirisque Pro,Premium,Téléphone,468.91,0,0.0,2.0,3,0,3.0,0,2023-04-20,2024-04-15,0
CLT01645,54,Marié(e),Indépendant,Auvergne-Rhône-Alpes,36,Assurance Habitation,Essentiel,Téléphone,40.95,4,6047.73,3.0,0,1,4.0,0,2023-02-14,2024-03-15,0
CLT01646,67,Célibataire,Fonctionnaire,Grand Est,96,Assurance Santé,Confort,Téléphone,191.73,0,0.0,2.0,1,0,4.0,0,2023-05-16,2024-04-22,0
CLT01647,31,En couple,Fonctionnaire,Auvergne-Rhône-Alpes,132,Multirisque Pro,Essentiel,Web,234.15,0,0.0,1.0,2,0,5.0,0,2023-01-06,2023-12-20,0
CLT01648,45,En couple,Indépendant,PACA,84,Multirisque Pro,Essentiel,Téléphone,230.82,0,0.0,1.0,2,0,4.0,0,2023-05-27,2023-08-31,0
CLT01649,46,Célibataire,Fonctionnaire,Grand Est,84,Assurance Auto,Essentiel,Courtier,81.12,1,2344.68,1.0,3,0,5.0,1,2023-01-29,2023-08-01,0
CLT01650,71,Veuf/Veuve,Retraité,Nouvelle-Aquitaine,48,Assurance Vie,Essentiel,Courtier,53.94,1,861.71,1.0,0,0,2.0,0,2022-02-05,2022-10-30,1
CLT01651,45,Célibataire,Retraité,Grand Est,120,Assurance Vie,Essentiel,Web,66.82,1,1564.92,0.0,2,0,5.0,0,2022-03-26,2023-03-15,1
CLT01652,31,En couple,Fonctionnaire,Île-de-France,168,Assurance Auto,Premium,Téléphone,151.59,0,0.0,3.0,0,0,4.0,0,2022-05-12,2023-12-21,0
CLT01653,69,Veuf/Veuve,Retraité,Île-de-France,168,Multirisque Pro,Confort,Téléphone,262.0,0,0.0,2.0,1,0,4.0,0,2023-03-09,2024-04-06,0
CLT01654,27,Célibataire,Sans emploi,Nouvelle-Aquitaine,72,Assurance Auto,Confort,Téléphone,120.89,0,0.0,0.0,2,0,3.0,0,2023-04-07,2023-12-20,1
CLT01655,48,Célibataire,Indépendant,Bretagne,84,Assurance Santé,Confort,Courtier,166.34,0,0.0,2.0,1,0,5.0,0,2023-03-11,2023-12-08,0
CLT01656,27,Célibataire,Fonctionnaire,Auvergne-Rhône-Alpes,132,Assurance Vie,Premium,Agence,134.15,1,2729.35,0.0,1,0,5.0,1,2023-12-26,2024-05-25,1
CLT01657,30,Célibataire,Retraité,Grand Est,168,Assurance Santé,Essentiel,Téléphone,109.41,0,0.0,0.0,1,0,4.0,0,2022-10-16,2022-11-25,0
